id_establecimiento,jardin_maternal,jardin_infantes,primario,secundario,terciario
61134100,0,0,1,0,0
61134200,0,0,0,1,0
61134500,0,0,1,0,0
61134700,0,0,1,0,0
61134800,0,0,1,0,0
61134900,0,0,0,0,1
61135000,0,1,0,0,0
61135100,0,0,0,1,0
61135200,0,1,0,0,0
61135300,0,0,1,0,0
61135400,0,0,0,1,0
61135500,0,0,0,1,0
61135600,0,0,1,0,0
61135700,0,1,1,0,0
61135800,0,0,0,1,0
61135900,0,1,0,0,0
61136000,0,0,1,0,0
61136200,0,1,0,0,0
61136400,0,1,0,0,0
61136500,0,1,0,0,0
61136600,0,1,1,0,0
61136700,0,0,1,0,0
61136800,0,1,0,0,0
61136900,0,0,1,0,0
61137000,0,1,0,0,0
61137100,0,1,0,0,0
61137200,0,0,1,0,0
61137300,0,0,1,0,0
61137400,0,0,1,0,0
61137600,0,0,1,0,0
61137900,1,1,0,0,0
61138000,0,0,1,0,0
61138100,1,1,0,0,0
61138200,0,0,0,1,0
61138300,0,0,0,1,0
61138400,0,0,1,0,0
61138500,0,1,1,0,0
61138600,0,0,1,0,0
61138700,0,0,0,1,0
61139000,0,1,0,0,0
61139100,0,1,0,0,0
61139300,0,0,1,0,0
61139400,0,0,1,0,0
61139500,0,1,0,0,0
61139600,0,1,1,0,0
61139700,0,0,0,1,0
61139800,0,1,0,0,0
61139900,0,0,1,0,0
61140100,0,0,1,0,0
61140200,0,1,0,0,0
61140300,0,1,0,0,0
61140400,0,1,0,0,0
61140500,0,0,0,1,0
61140700,0,0,0,0,1
61140800,0,0,1,0,0
61140900,0,0,1,0,0
61141100,0,0,1,0,0
61141200,0,1,0,0,0
61141400,0,0,0,1,0
61141500,1,1,0,0,0
61141700,0,1,0,0,0
61141900,0,0,0,1,0
61142000,0,1,0,0,0
61142100,0,0,1,0,0
61142200,1,1,0,0,0
61142300,0,0,1,0,0
61142400,0,0,1,0,0
61142500,0,0,1,0,0
61142600,0,0,0,1,0
61142800,0,0,1,0,0
61142900,0,1,0,0,0
61143200,0,0,0,1,0
61143300,0,1,1,0,0
61143400,0,0,1,0,0
61143500,0,1,0,0,0
61143600,0,0,0,1,0
61143700,0,0,1,0,0
61143800,0,0,1,0,0
61143900,0,0,1,0,0
61144000,0,0,1,0,0
61144100,0,0,0,1,0
61144200,0,0,1,0,0
61144300,0,1,0,0,0
61144500,0,1,1,0,0
61144700,0,0,1,0,0
61144800,0,1,0,0,0
61144900,0,0,1,0,0
61145000,0,0,1,0,0
61145100,0,0,1,0,0
61145200,0,1,1,0,0
61145300,0,0,1,0,0
61145500,0,0,1,0,0
61145600,0,0,0,1,0
61145700,0,1,0,0,0
61145800,0,0,1,0,0
61146000,0,1,0,0,0
61146100,0,0,1,0,0
61146200,0,1,1,0,0
61146400,0,1,1,0,0
61146500,0,0,0,1,0
61146800,0,0,0,1,0
61146900,0,0,1,0,0
61147000,0,0,1,0,0
61147300,0,0,1,0,0
61147400,1,1,0,0,0
61147600,0,0,1,0,0
61147700,0,0,1,0,0
61147800,0,0,1,0,0
61147900,0,0,1,0,0
61148000,0,0,1,0,0
61148100,0,1,0,0,0
61148200,0,0,0,1,0
61148300,0,0,1,0,0
61148400,0,1,0,0,0
61148600,0,0,0,1,0
61148700,0,0,0,1,0
61148702,0,0,0,1,0
61148800,0,0,1,0,0
61149000,0,0,1,0,0
61149100,0,0,0,1,0
61149200,0,0,0,1,0
61149500,0,0,1,0,0
61149600,0,0,1,0,0
61149700,0,0,0,0,1
61149800,0,1,0,0,0
61149900,0,0,1,0,0
61150000,0,0,0,1,0
61150100,0,0,1,0,0
61150300,0,0,1,0,0
61150400,0,1,1,0,0
61150600,0,0,1,0,0
61150700,0,1,0,0,0
61150800,0,0,0,1,0
61151000,0,0,0,1,0
61151100,0,0,0,0,1
61151300,0,0,1,0,0
61151400,0,0,1,0,0
61151600,0,1,0,0,0
61151700,0,1,1,0,0
61151800,0,0,1,0,0
61151900,0,0,1,0,0
61152100,0,0,0,1,0
61152200,0,1,1,0,0
61152300,0,0,0,1,0
61152400,0,0,1,0,0
61152600,0,0,0,1,0
61152700,0,0,0,1,0
61152900,0,0,0,1,0
61153000,0,0,0,1,0
61153100,0,0,1,0,0
61153200,0,0,1,0,0
61153300,0,1,0,0,0
61153600,0,0,0,1,0
61153700,1,1,0,0,0
61153900,0,0,0,1,0
61154000,0,0,1,0,0
61154100,0,0,0,0,1
61154200,0,0,0,1,0
61154300,0,1,0,0,0
61154400,0,0,1,0,0
61154500,0,0,1,0,0
61154600,0,0,0,1,0
61154700,0,0,0,1,0
61154800,0,0,1,0,0
61154900,0,0,0,0,1
61155000,0,1,0,0,0
61155100,0,0,1,0,0
61155200,0,0,1,0,0
61155300,0,0,0,1,0
61155400,0,0,0,1,0
61155500,0,0,1,0,0
61155600,0,1,0,0,0
61155800,0,0,1,0,0
61155900,0,1,0,0,0
61156000,0,0,1,0,0
61156100,0,1,0,0,0
61156200,0,0,1,0,0
61156300,0,0,1,0,0
61156400,0,0,1,0,0
61156500,0,0,1,0,0
61156600,0,0,1,0,0
61156700,0,1,0,0,0
61156800,0,1,0,0,0
61156900,0,1,0,0,0
61157000,0,0,1,0,0
61157100,0,0,1,0,0
61157200,0,0,1,0,0
61157300,0,1,0,0,0
61157400,0,1,0,0,0
61157500,0,0,1,0,0
61157800,0,0,1,0,0
61157900,0,0,0,1,0
61158100,0,1,1,0,0
61158200,0,0,0,0,1
61158300,0,1,0,0,0
61158400,1,1,0,0,0
61158500,0,0,1,0,0
61158600,0,0,1,0,0
61158700,0,0,1,0,0
61158800,0,0,0,1,0
61158900,0,1,0,0,0
61159000,0,0,1,0,0
61159100,0,0,1,0,0
61159200,0,0,1,0,0
61159300,0,0,1,0,0
61159400,0,0,0,1,0
61159500,0,0,0,0,1
61159600,0,0,1,0,0
61159700,0,0,1,0,0
61159800,0,0,1,0,0
61159900,0,0,1,0,0
61160100,1,1,0,0,0
61160200,0,0,0,1,0
61160300,0,0,1,0,0
61160400,0,0,1,0,0
61160500,0,0,1,0,0
61160600,0,0,1,0,0
61160700,0,0,0,1,0
61160800,0,0,1,0,0
61160900,0,0,0,1,0
61160901,0,0,0,1,0
61161000,0,0,1,0,0
61161100,0,0,1,0,0
61161300,0,0,0,1,0
61161400,0,0,0,1,0
61161500,0,0,1,0,0
61161600,0,0,0,1,0
61161601,0,0,0,1,0
61161800,1,1,0,0,0
61161900,1,1,0,0,0
61162200,0,0,1,0,0
61162300,0,0,1,0,0
61162400,0,0,1,0,0
61162500,1,1,0,0,0
61162700,0,0,1,0,0
61162800,0,0,0,1,0
61162900,0,0,1,0,0
61163000,0,0,0,1,0
61163100,0,0,1,0,0
61163200,0,0,1,0,0
61163300,0,1,0,0,0
61163400,0,0,1,0,0
61163600,0,0,0,0,1
61163700,0,0,1,0,0
61163800,0,0,1,0,0
61163900,0,0,1,0,0
61164000,0,0,1,0,0
61164100,0,0,1,0,0
61164200,0,0,1,0,0
61164300,0,0,1,0,0
61164400,0,1,0,0,0
61164500,0,0,1,0,0
61164800,0,1,0,0,0
61164900,0,0,1,0,0
61165000,0,1,0,0,0
61165100,0,0,0,1,0
61165200,1,1,0,0,0
61165300,0,0,1,0,0
61165500,0,0,1,0,0
61165600,0,0,1,0,0
61165700,0,1,1,0,0
61165800,0,0,1,0,0
61165900,0,0,0,1,0
61166100,0,1,0,0,0
61166200,0,0,1,0,0
61166300,0,0,1,0,0
61166400,0,1,1,0,0
61166600,0,0,0,1,0
61166700,0,1,1,0,0
61166800,0,0,1,0,0
61166900,0,0,1,0,0
61167000,0,0,1,0,0
61167100,0,0,1,0,0
61167300,0,1,0,0,0
61167400,0,1,0,0,0
61167500,0,0,1,0,0
61167600,0,0,0,1,0
61167700,0,0,0,1,0
61167800,0,1,1,0,0
61167900,0,0,0,1,0
61168000,0,0,0,1,0
61168100,0,0,0,1,0
61168200,0,0,1,0,0
61168300,1,1,0,0,0
61168400,0,0,0,0,1
61168500,0,0,1,0,0
61168700,0,0,1,0,0
61168800,0,0,1,0,0
61169000,0,1,0,0,0
61169100,0,0,1,0,0
61169200,0,0,1,0,0
61169500,0,0,1,0,0
61169600,0,0,0,1,0
61169700,0,0,1,0,0
61169800,0,1,0,0,0
61169900,0,0,1,0,0
61170000,0,1,0,0,0
61170100,0,0,1,0,0
61170300,0,0,0,1,0
61170400,0,0,1,0,0
61170500,0,0,0,1,0
61170600,1,1,0,0,0
61170700,0,0,1,0,0
61170800,0,0,0,1,0
61170900,0,0,1,0,0
61171000,0,1,1,0,0
61171100,0,0,1,0,0
61171300,0,0,1,0,0
61171400,0,0,0,1,0
61171500,0,0,1,0,0
61171600,0,0,0,1,0
61171800,0,1,1,0,0
61172000,0,0,0,1,0
61172100,0,0,0,1,0
61172200,0,0,0,1,0
61172400,0,0,1,0,0
61172600,0,0,0,0,1
61172700,1,1,0,0,0
61172800,0,0,1,0,0
61172900,1,1,0,0,0
61173000,0,0,1,0,0
61173100,0,0,1,0,0
61173200,0,0,1,0,0
61173300,0,0,0,1,0
61173400,0,0,1,0,0
61173500,0,0,1,0,0
61173600,0,0,1,0,0
61173800,0,0,1,0,0
61173900,0,1,1,0,0
61174000,0,0,0,1,0
61174100,0,0,0,1,0
61174200,0,0,1,0,0
61174300,0,0,1,0,0
61174400,0,0,1,0,0
61174500,0,0,0,1,0
61174501,0,0,0,1,0
61174700,0,0,1,0,0
61174800,1,1,0,0,0
61174900,0,1,0,0,0
61175100,0,1,0,0,0
61175200,0,0,1,0,0
61175300,0,1,0,0,0
61175400,1,1,0,0,0
61175500,0,0,0,1,0
61175600,0,0,1,0,0
61175700,0,0,1,0,0
61175800,0,0,1,0,0
61175900,0,0,0,1,0
61176100,0,0,1,0,0
61176200,0,0,0,1,0
61176300,0,1,1,0,0
61176400,0,0,1,0,0
61176500,0,0,1,0,0
61176600,0,0,0,1,0
61176700,0,0,0,1,0
61176800,0,0,0,1,0
61176900,0,0,1,0,0
61177300,0,0,1,0,0
61177400,0,1,0,0,0
61177700,0,0,1,0,0
61177900,1,1,0,0,0
61178000,0,0,0,1,0
61178100,0,0,1,0,0
61178200,0,0,1,0,0
61178400,0,0,0,1,0
61178500,0,0,1,0,0
61178700,0,0,0,1,0
61179000,0,0,1,0,0
61179100,0,0,1,0,0
61179200,1,1,0,0,0
61179300,1,1,0,0,0
61179400,0,0,0,1,0
61179500,0,0,1,0,0
61179700,0,0,1,0,0
61179800,0,0,1,0,0
61179900,0,0,0,1,0
61180000,0,1,0,0,0
61180100,0,0,1,0,0
61180200,0,0,0,1,0
61180300,0,0,1,0,0
61180500,0,0,1,0,0
61180600,0,0,1,0,0
61180700,1,1,0,0,0
61180800,0,0,1,0,0
61180900,0,0,1,0,0
61181000,0,0,1,0,0
61181100,0,0,1,0,0
61181200,0,0,1,0,0
61181300,0,0,1,0,0
61181400,0,1,0,0,0
61181500,0,0,0,1,0
61181501,0,0,0,1,0
61181600,0,0,0,1,0
61181700,0,0,0,1,0
61181703,0,0,0,1,0
61181800,0,0,0,1,0
61181900,0,0,0,1,0
61182100,1,1,0,0,0
61182200,0,1,0,0,0
61182300,0,0,0,1,0
61182400,0,0,0,1,0
61182500,0,0,1,0,0
61182700,0,0,1,0,0
61182900,0,0,1,0,0
61183100,0,0,0,1,0
61183200,0,0,1,0,0
61183300,0,0,1,0,0
61183400,0,1,1,0,0
61183500,0,0,1,0,0
61183600,0,0,1,0,0
61183700,0,0,0,1,0
61183800,0,0,0,1,0
61183900,0,1,0,0,0
61184000,0,1,0,0,0
61184100,0,0,1,0,0
61184200,0,0,0,1,0
61184300,0,0,1,0,0
61184500,0,0,0,1,0
61184501,0,0,0,1,0
61184600,0,0,0,1,0
61184700,0,0,0,1,0
61184800,0,0,0,1,0
61184900,0,0,1,0,0
61185000,0,0,0,1,0
61185100,0,1,0,0,0
61185200,0,0,0,1,0
61185300,0,0,0,0,1
61185400,0,0,1,0,0
61185500,1,1,0,0,0
61185600,0,0,0,1,0
61185700,0,0,0,1,0
61185800,0,0,0,1,0
61185900,0,0,1,0,0
61186100,0,0,0,1,0
61186200,0,0,1,0,0
61186300,0,0,1,0,0
61186500,0,0,1,0,0
61186600,0,1,1,0,0
61186700,0,0,1,0,0
61186800,0,0,1,0,0
61186900,0,0,1,0,0
61187000,0,0,1,0,0
61187100,0,0,0,1,0
61187200,0,0,0,1,0
61187201,0,0,0,1,0
61187300,0,0,1,0,0
61187400,0,0,1,0,0
61187500,0,0,1,0,0
61187600,0,0,1,0,0
61187700,0,0,0,1,0
61187900,0,0,1,0,0
61188000,0,0,0,1,0
61188200,0,0,1,0,0
61188300,0,0,0,1,0
61188600,0,0,0,1,0
61188800,0,0,1,0,0
61188900,0,0,1,0,0
61189100,0,0,1,0,0
61189200,0,0,0,1,0
61189600,0,0,0,1,0
61189700,0,0,1,0,0
61189800,0,0,1,0,0
61189900,0,0,1,0,0
61190100,0,0,0,1,0
61190200,1,1,0,0,0
61190300,0,0,0,0,1
61190400,0,0,0,1,0
61190500,0,0,1,0,0
61190600,0,0,1,0,0
61190700,0,0,0,0,1
61190800,0,0,0,1,0
61190900,0,0,1,0,0
61191000,0,1,0,0,0
61191100,0,0,1,0,0
61191400,0,1,1,0,0
61191500,0,0,1,0,0
61191600,1,1,0,0,0
61191800,0,0,0,1,0
61191801,0,0,0,1,0
61191900,0,0,1,0,0
61192000,0,0,0,1,0
61192100,0,0,1,0,0
61192200,0,0,1,0,0
61192300,0,0,0,1,0
61192400,0,0,1,0,0
61192500,0,0,0,0,1
61192600,0,0,0,1,0
61192700,1,1,0,0,0
61192800,0,0,0,1,0
61192900,0,0,1,0,0
61193000,0,0,0,1,0
61193100,0,0,0,1,0
61193101,0,0,0,1,0
61193300,0,0,1,0,0
61193400,0,0,1,0,0
61193500,1,1,0,0,0
61193600,0,0,0,1,0
61193700,0,0,1,0,0
61193800,0,0,0,1,0
61194100,0,0,0,1,0
61194200,0,1,1,0,0
61194500,0,0,0,1,0
61194600,0,1,1,0,0
61194800,0,1,0,0,0
61195000,0,0,1,0,0
61195100,0,0,0,1,0
61195200,0,0,0,1,0
61195300,0,0,0,1,0
61195400,0,1,0,0,0
61195700,0,1,1,0,0
61195800,0,0,1,0,0
61195900,0,0,1,0,0
61196200,0,0,1,0,0
61196300,0,0,1,0,0
61196400,0,0,1,0,0
61196500,0,0,1,0,0
61196800,0,0,1,0,0
61196900,0,0,0,1,0
61197000,0,0,1,0,0
61197100,0,0,0,1,0
61197200,0,0,0,1,0
61197300,0,1,0,0,0
61197400,0,0,0,0,1
61197800,0,0,1,0,0
61198100,0,0,1,0,0
61198200,0,0,1,0,0
61198300,0,0,0,0,1
61198500,0,1,0,0,0
61198700,0,1,0,0,0
61198800,0,0,1,0,0
61198900,0,0,1,0,0
61199000,0,1,0,0,0
61199100,0,1,0,0,0
61199200,0,0,1,0,0
61199300,0,1,0,0,0
61199600,0,0,0,1,0
61199700,0,1,0,0,0
61199800,0,0,1,0,0
61199900,0,1,0,0,0
61200000,1,1,0,0,0
61200100,0,0,1,0,0
61200200,0,0,1,0,0
61200400,0,0,0,1,0
61200500,0,0,1,0,0
61200600,0,0,1,0,0
61200700,0,1,1,0,0
61200800,1,1,1,0,0
61201300,0,1,0,0,0
61201500,0,0,0,1,0
61201700,0,0,1,0,0
61201800,0,0,1,0,0
61202000,0,0,1,0,0
61202100,0,1,0,0,0
61202400,0,1,1,0,0
61202600,0,0,1,0,0
61202700,0,0,1,0,0
61202900,0,0,1,0,0
61203200,0,1,0,0,0
61203201,0,1,0,0,0
61203202,0,1,0,0,0
61203300,0,0,0,1,0
61203301,0,0,0,1,0
61203302,0,0,0,1,0
61203400,0,0,1,0,0
61203500,0,0,1,0,0
61203501,0,0,1,0,0
61203502,0,0,1,0,0
61203600,0,0,1,0,0
61203800,1,1,0,0,0
61204200,0,1,1,0,0
61204300,0,1,1,0,0
61204500,0,1,1,0,0
61204600,0,0,1,0,0
61205500,0,1,0,0,0
61205600,0,0,1,0,0
61205700,0,1,0,0,0
61206200,0,0,0,1,0
61206300,1,1,0,0,0
61206500,0,0,1,0,0
61206600,0,1,1,0,0
61206700,0,0,1,0,0
61207200,0,1,0,0,0
61207300,0,0,1,0,0
61207600,0,0,1,0,0
61207900,1,1,0,0,0
61208000,0,1,0,0,0
61208200,1,1,0,0,0
61208300,1,1,0,0,0
61208400,0,0,0,1,0
61208600,0,0,1,0,0
61208800,1,1,1,0,0
61209000,0,0,1,0,0
61209100,1,1,0,0,0
61209300,0,0,1,0,0
61209400,0,0,0,1,0
61209500,1,1,0,0,0
61209600,0,1,0,0,0
61209700,0,0,0,1,0
61209800,1,1,0,0,0
61209900,0,0,1,0,0
61210000,0,0,0,1,0
61210100,0,0,0,1,0
61210200,0,0,0,1,0
61210300,0,0,1,0,0
61210400,0,0,0,0,1
61210500,0,0,1,0,0
61210600,0,1,0,0,0
61210700,0,1,0,0,0
61210800,0,0,1,0,0
61210900,0,0,0,1,0
61211300,0,0,0,1,0
61211400,0,0,0,1,0
61211600,0,1,1,0,0
61211700,0,0,1,0,0
61211800,0,0,1,0,0
61211900,0,0,1,0,0
61212100,0,0,0,1,0
61212200,0,0,1,0,0
61212400,0,0,1,0,0
61212500,0,0,0,1,0
61212600,0,0,0,1,0
61212700,0,0,1,0,0
61212800,0,0,1,0,0
61212900,0,0,1,0,0
61213000,0,1,0,0,0
61213200,0,0,1,0,0
61213300,0,0,1,0,0
61213500,0,0,1,0,0
61213700,0,0,1,0,0
61213800,0,0,0,1,0
61214200,0,1,1,0,0
61214300,0,0,1,0,0
61214400,1,1,0,0,0
61214500,0,0,0,1,0
61214600,1,1,1,0,0
61214700,0,0,1,0,0
61214800,0,0,1,0,0
61215000,0,0,1,0,0
61215100,0,0,1,0,0
61215200,0,0,0,1,0
61215300,0,0,1,0,0
61215400,0,1,0,0,0
61215500,0,0,0,1,0
61215600,0,1,0,0,0
61215601,1,0,0,0,0
61215800,1,1,0,0,0
61216000,1,1,0,0,0
61216200,1,1,0,0,0
61216400,0,1,0,0,0
61216700,0,0,1,0,0
61216800,0,0,0,1,0
61216900,1,1,0,0,0
61217000,0,0,1,0,0
61217100,0,0,0,1,0
61217200,0,0,0,1,0
61217300,0,0,0,0,1
61217500,0,0,1,0,0
61217600,0,0,0,1,0
61217900,0,1,1,0,0
61218000,1,1,0,0,0
61218100,0,0,1,0,0
61218500,0,0,0,1,0
61218600,0,0,0,0,1
61219000,0,1,0,0,0
61219100,0,0,1,0,0
61219200,1,1,0,0,0
61219300,1,1,0,0,0
61219500,0,1,0,0,0
61219600,0,0,0,1,0
61219700,0,0,1,0,0
61220000,0,0,1,0,0
61220200,0,0,1,0,0
61220300,0,1,0,0,0
61220600,0,0,0,1,0
61220700,0,0,0,1,0
61220800,0,0,1,0,0
61220900,0,0,0,1,0
61221100,0,0,1,0,0
61221200,0,0,0,1,0
61221300,0,0,0,1,0
61221400,0,0,0,1,0
61221500,1,1,0,0,0
61221600,1,1,0,0,0
61221800,1,1,0,0,0
61222000,0,1,0,0,0
61222100,0,0,1,0,0
61222200,0,0,1,0,0
61222300,0,0,0,1,0
61222400,0,0,0,1,0
61222800,0,1,0,0,0
61222900,0,0,1,0,0
61223100,0,0,1,0,0
61223300,1,1,0,0,0
61223500,0,0,0,1,0
61223800,0,0,0,1,0
61223900,0,0,1,0,0
61224000,0,0,0,1,0
61224100,0,1,0,0,0
61224200,0,0,0,1,0
61224201,0,0,0,1,0
61224300,0,0,0,0,1
61224600,1,1,0,0,0
61224700,0,0,1,0,0
61224900,0,0,1,0,0
61225000,0,0,1,0,0
61225100,0,0,1,0,0
61225200,0,0,1,0,0
61225600,0,0,0,1,0
61225700,0,0,0,0,1
61225800,0,1,1,0,0
61225900,0,0,1,0,0
61226100,0,0,0,1,0
61226200,0,0,1,0,0
61226400,1,1,0,0,0
61226500,0,0,1,0,0
61226600,0,1,0,0,0
61226700,0,1,1,0,0
61226900,0,0,1,0,0
61227000,0,1,0,0,0
61227100,0,0,0,1,0
61227200,0,0,0,1,0
61227400,0,0,1,0,0
61227500,0,0,0,1,0
61227600,0,0,1,0,0
61227700,0,0,1,0,0
61227800,0,0,1,0,0
61227900,0,0,0,1,0
61228000,0,0,0,1,0
61228100,0,0,0,1,0
61228200,0,0,0,1,0
61228300,0,0,0,1,0
61228400,0,0,0,1,0
61228500,0,0,0,1,0
61228600,0,0,0,1,0
61228700,0,0,0,1,0
61228800,0,0,1,0,0
61228900,0,0,0,0,1
61229000,0,0,1,0,0
61229100,0,0,0,1,0
61229200,1,1,0,0,0
61229300,0,0,0,1,0
61229400,0,1,1,0,0
61229500,0,0,1,0,0
61229800,0,0,0,1,0
61230000,0,0,1,0,0
61230100,0,0,1,0,0
61230300,0,0,0,1,0
61230400,0,0,0,1,0
61230600,0,1,1,0,0
61230800,0,1,0,0,0
61231100,0,1,0,0,0
61231200,0,0,1,0,0
61231300,0,0,1,0,0
61231400,0,0,1,0,0
61231500,0,0,0,1,0
61231600,0,0,1,0,0
61231700,0,0,1,0,0
61231800,0,1,0,0,0
61232500,0,1,0,0,0
61232600,0,0,0,1,0
61232800,0,0,1,0,0
61233000,0,0,1,0,0
61233200,1,1,0,0,0
61233400,0,0,0,0,1
61233600,0,0,1,0,0
61233700,0,0,1,0,0
61233800,1,1,0,0,0
61234100,0,0,1,0,0
61234200,0,0,1,0,0
61234300,0,1,1,0,0
61234400,0,1,0,0,0
61234600,0,0,1,0,0
61234700,1,1,0,0,0
61235300,0,1,0,0,0
61235400,0,1,1,0,0
61235500,0,0,1,0,0
61235600,0,0,1,0,0
61235700,0,1,0,0,0
61235800,0,0,1,0,0
61235900,0,0,1,0,0
61236300,0,1,0,0,0
61236400,0,0,0,1,0
61236500,0,0,1,0,0
61236700,0,1,0,0,0
61236800,0,0,1,0,0
61236900,0,0,0,1,0
61237000,1,1,0,0,0
61237100,1,1,0,0,0
61237300,1,1,0,0,0
61237400,0,0,1,0,0
61237500,0,0,0,1,0
61237600,0,1,1,0,0
61237700,0,0,0,1,0
61237800,0,1,0,0,0
61238000,0,0,0,1,0
61238100,0,0,0,0,1
61238200,0,0,1,0,0
61238300,0,0,1,0,0
61238400,0,0,0,1,0
61238500,0,0,1,0,0
61238700,0,0,0,1,0
61238800,0,1,0,0,0
61238900,0,0,1,0,0
61239000,0,1,1,0,0
61239100,0,0,1,0,0
61239200,0,0,1,0,0
61239300,0,0,1,0,0
61239400,0,1,0,0,0
61239500,0,1,0,0,0
61239600,0,0,1,0,0
61239800,0,0,1,0,0
61239900,0,0,0,1,0
61240000,0,1,0,0,0
61240100,0,0,1,0,0
61240200,0,0,1,0,0
61240300,0,0,1,0,0
61240400,0,0,1,0,0
61240500,0,0,1,0,0
61240600,0,0,1,0,0
61240700,0,0,1,0,0
61240800,0,1,0,0,0
61240900,0,0,1,0,0
61241100,0,0,0,1,0
61241400,0,0,1,0,0
61241500,0,1,0,0,0
61241600,0,1,0,0,0
61241700,0,0,1,0,0
61241800,0,1,1,0,0
61242000,0,1,1,0,0
61242100,0,0,0,1,0
61242200,0,0,1,0,0
61242400,0,1,1,0,0
61242500,0,0,0,1,0
61242800,0,0,1,0,0
61242900,0,1,0,0,0
61243000,0,0,0,1,0
61243100,0,1,0,0,0
61243200,0,0,1,0,0
61243300,0,0,1,0,0
61243400,0,1,0,0,0
61243900,0,0,1,0,0
61244100,0,1,0,0,0
61244200,0,0,1,0,0
61244600,0,1,0,0,0
61244700,0,1,0,0,0
61244800,0,0,1,0,0
61245300,0,0,0,1,0
61245500,0,0,1,0,0
61245600,0,1,0,0,0
61245800,0,0,1,0,0
61245900,0,0,1,0,0
61246000,0,0,1,0,0
61246100,0,0,1,0,0
61246200,0,0,1,0,0
61246400,0,0,1,0,0
61246500,0,1,1,0,0
61246700,0,0,0,1,0
61246800,0,1,1,0,0
61246900,0,1,0,0,0
61247000,0,0,1,0,0
61247100,0,0,1,0,0
61247300,0,1,0,0,0
61247400,0,0,1,0,0
61247500,0,1,0,0,0
61247600,0,1,0,0,0
61247700,0,1,1,0,0
61247900,0,0,1,0,0
61248000,1,1,0,0,0
61248300,0,1,0,0,0
61248500,0,1,0,0,0
61248700,0,1,0,0,0
61248800,0,1,0,0,0
61249100,0,0,0,1,0
61249200,1,1,0,0,0
61249400,0,1,0,0,0
61249500,0,1,0,0,0
61249700,0,0,1,0,0
61249800,0,1,0,0,0
61249900,0,1,0,0,0
61250100,0,0,0,1,0
61250300,0,0,1,0,0
61250400,0,1,0,0,0
61250500,0,0,1,0,0
61250600,0,1,1,0,0
61250800,0,0,0,1,0
61251000,0,0,1,0,0
61251100,0,0,1,0,0
61253900,1,1,0,0,0
61257800,0,1,0,0,0
61257900,0,1,0,0,0
61258100,0,1,0,0,0
61258200,0,0,1,0,0
61258500,0,0,1,0,0
61258600,0,0,0,1,0
61258800,0,1,0,0,0
61259100,0,0,1,0,0
61259200,0,0,0,1,0
61259300,0,0,1,0,0
61259600,0,0,0,1,0
61259800,0,0,1,0,0
61260000,0,1,0,0,0
61260100,1,1,0,0,0
61260200,0,1,0,0,0
61260500,0,1,0,0,0
61260700,0,0,1,0,0
61260800,0,0,1,0,0
61260900,0,0,1,0,0
61261100,0,0,1,0,0
61261200,1,1,0,0,0
61261300,0,0,1,0,0
61261400,0,0,1,0,0
61261500,1,1,0,0,0
61261600,1,1,0,0,0
61261700,0,1,0,0,0
61261800,1,1,0,0,0
61261900,0,0,0,1,0
61262000,0,0,0,1,0
61262100,0,1,0,0,0
61262200,0,1,0,0,0
61262400,0,0,1,0,0
61262500,0,0,0,1,0
61262600,0,1,0,0,0
61262700,1,1,0,0,0
61262800,1,1,0,0,0
61263000,0,1,1,0,0
61263100,0,1,0,0,0
61263200,0,1,1,0,0
61263400,0,0,0,1,0
61263500,1,1,0,0,0
61263600,0,1,0,0,0
61263700,0,0,1,0,0
61263900,0,1,0,0,0
61264000,0,0,1,0,0
61264600,0,1,0,0,0
61264800,0,0,1,0,0
61265100,0,1,0,0,0
61265300,0,0,1,0,0
61265400,1,1,0,0,0
61265500,0,1,0,0,0
61265900,0,0,0,1,0
61266300,0,1,0,0,0
61266400,0,1,0,0,0
61266800,0,1,0,0,0
61267600,0,1,0,0,0
61267700,0,1,1,0,0
61268100,1,1,0,0,0
61268400,0,0,1,0,0
61268500,0,1,0,0,0
61268600,0,1,0,0,0
61268800,1,1,0,0,0
61269200,0,1,0,0,0
61269400,0,0,1,0,0
61269500,0,1,0,0,0
61269600,0,0,1,0,0
61269700,0,1,0,0,0
61269800,1,1,0,0,0
61270000,0,1,0,0,0
61270100,0,0,1,0,0
61270300,0,1,0,0,0
61270500,0,1,1,0,0
61270600,0,0,1,0,0
61270700,0,0,1,0,0
61270800,0,1,0,0,0
61270900,0,0,0,1,0
61271000,1,1,0,0,0
61271100,0,0,1,0,0
61271200,0,1,0,0,0
61271300,0,0,1,0,0
61271400,0,1,1,0,0
61271800,1,1,0,0,0
61271900,0,1,0,0,0
61272000,0,1,0,0,0
61272100,1,1,0,0,0
61272300,0,1,0,0,0
61272600,0,0,1,0,0
61272800,0,0,0,1,0
61273000,0,0,1,0,0
61273100,0,0,1,0,0
61273200,0,1,0,0,0
61273300,0,0,1,0,0
61273400,0,1,0,0,0
61273500,0,1,0,0,0
61273600,0,0,1,0,0
61273700,0,1,0,0,0
61273800,0,1,0,0,0
61274400,0,1,0,0,0
61274700,0,0,1,0,0
61274800,0,0,1,0,0
61275000,0,0,0,1,0
61275300,0,1,1,0,0
61275700,0,1,1,0,0
61276000,1,1,0,0,0
61276100,0,0,1,0,0
61276400,0,1,1,0,0
61276600,0,1,1,0,0
61276700,0,0,1,0,0
61276800,1,1,0,0,0
